MATURITY,OFFERING_AMT,OFFERING_DATE,COMPLETE_CUSIP,AMOUNT_OUTSTANDING,COUPON
2032-11-22,1750000,2021-11-15,404280CY3,1750000,2.871
2031-11-18,750000,2021-11-15,57636QAU8,750000,2
2031-11-24,750000,2021-11-15,98956PAV4,750000,2.6
2031-11-15,750000,2021-11-16,37940XAH5,750000,2.9
2032-11-24,1250000,2021-11-17,06738EBV6,1250000,2.894
2042-11-24,1000000,2021-11-17,06738EBW4,1000000,3.33
2051-12-01,950000,2021-11-18,91913YBD1,950000,3.65
2031-12-01,1000000,2021-11-23,12513GBJ7,1000000,3.569
2031-12-01,800000,2021-11-29,256746AJ7,800000,2.65
2051-12-10,1000000,2021-12-01,235851AW2,1000000,2.8
2051-12-14,800000,2021-12-01,871829BR7,800000,3.15
2051-12-15,850000,2021-12-06,278865BN9,850000,2.7
2032-07-15,1000000,2021-12-06,651639AZ9,795370,2.6
2031-12-21,1000000,2021-12-07,291011BR4,1000000,2.2
2051-12-21,1000000,2021-12-07,291011BS2,1000000,2.8
2032-01-15,800000,2021-12-07,361841AR0,800000,3.25
2031-12-10,2000000,2021-12-07,58933YBE4,2000000,2.15
2051-12-10,2000000,2021-12-07,58933YBF1,2000000,2.75
2061-12-10,1500000,2021-12-07,58933YBG9,1500000,2.9
2032-01-15,1000000,2021-12-08,65339KBZ2,1000000,2.44
2032-02-01,1150000,2021-12-08,845467AT6,1150000,4.75
2032-02-02,850000,2022-01-03,06417XAE1,850000,2.45
2032-01-22,750000,2022-01-04,65535HBA6,750000,2.999
2032-01-15,750000,2022-01-05,00914AAS1,750000,2.875
2032-01-12,1250000,2022-01-06,37045XDS2,1250000,3.1
2032-01-12,2000000,2022-01-10,10373QBT6,2000000,2.721
2033-01-19,1000000,2022-01-11,606822CD4,1000000,2.852
2032-02-03,1500000,2022-01-12,341081GG6,1500000,2.45
2033-01-25,3000000,2022-01-18,17327CAQ6,3000000,3.057
2052-01-15,1000000,2022-01-19,87612EBN5,1000000,2.95
2033-01-25,3500000,2022-01-18,46647PCU8,3500000,2.963
2033-01-21,2500000,2022-01-19,61747YEL5,2500000,2.943
2033-01-27,850000,2022-01-20,91159HJD3,850000,2.677
2033-02-24,4000000,2022-01-22,38141GZM9,4000000,3.102
2043-02-24,2000000,2022-01-22,38141GZN7,2000000,3.436
2032-02-01,850000,2022-01-27,742718FW4,850000,2.3
2032-01-15,1000000,2022-02-04,87612BBU5,1000000,4
2033-02-04,3750000,2022-02-01,06051GKK4,3750000,2.972
2032-02-14,1250000,2022-02-09,907818FX1,1250000,2.8
2053-02-14,1250000,2022-02-09,907818FZ6,1250000,3.5
2034-03-15,800000,2022-02-02,015271AY5,800000,2.95
2032-02-14,1000000,2022-02-09,855244BC2,1000000,3
2031-06-17,996993,2022-01-24,40434LAJ4,996993,2.65
2052-05-01,1000000,2022-02-09,00217GAC7,920381,4.15
2032-03-15,1750000,2022-02-15,110122DU9,1750000,2.95
2042-03-15,1250000,2022-02-15,110122DV7,1250000,3.55
2052-03-15,2000000,2022-02-15,110122DW5,2000000,3.7
2062-03-15,1000000,2022-02-15,110122DX3,1000000,3.9
2032-02-22,1000000,2022-02-17,031162DE7,1000000,3.35
2052-02-22,1000000,2022-02-17,031162DF4,1000000,4.2
2062-02-22,1250000,2022-02-17,031162DG2,1250000,4.4
2052-03-01,1000000,2022-02-16,92343VGP3,1000000,3.875
2032-03-01,750000,2022-02-23,039482AD6,750000,2.9
2052-03-15,1100000,2022-02-22,20826FAV8,1100000,3.8
2052-02-28,900000,2022-02-23,03740LAE2,900000,3.9
2033-03-02,3500000,2022-02-23,95000U2U6,4000000,3.35
2032-03-15,750000,2022-03-01,12572QAK1,750000,2.65
2032-03-03,1000000,2022-03-01,808513CA1,1000000,2.9
2032-03-10,750000,2022-03-03,438127AC6,750000,2.967
2032-03-17,750000,2022-03-03,609207BB0,750000,3
2032-03-15,1000000,2022-03-07,084664DA6,1000000,2.875
2052-03-15,2750000,2022-03-07,084664DB4,2750000,3.85
2032-03-10,1500000,2022-03-07,89114TZV7,1500000,3.2
2033-04-01,1000000,2022-03-10,161175CJ1,1000000,4.4
2063-04-01,1000000,2022-03-10,161175CL6,1000000,5.5
2052-03-14,1500000,2022-03-10,55336VBT6,1500000,4.95
2033-03-17,3000000,2022-03-10,172967NN7,3000000,3.785
2032-03-16,700000,2022-03-14,05526DBW4,900000,4.742
2032-03-16,750000,2022-03-14,56501RAN6,750000,3.703
2033-03-28,1000000,2022-03-21,456837BC6,1000000,4.252
2032-04-01,1500000,2022-03-22,548661EH6,1500000,3.75
2052-04-01,1500000,2022-03-22,548661EJ2,1500000,4.25
2062-04-01,1250000,2022-03-22,548661EF0,1250000,4.45
2033-02-01,750000,2022-03-23,87612GAA9,750000,4.2
2052-04-15,750000,2022-03-23,87612GAB7,750000,4.95
2032-04-15,1250000,2022-03-24,437076CP5,1250000,3.25
2052-04-15,1500000,2022-03-24,437076CQ3,1500000,3.625
2032-04-01,1250000,2022-03-30,98138HAJ0,1250000,3.8
2032-04-15,1200000,2022-03-31,29444UBU9,1200000,3.9
2032-04-07,1000000,2022-03-30,13607HR53,1000000,3.6
2032-05-04,1000000,2022-04-07,78016FZQ0,1000000,3.5875
2032-04-15,850000,2022-04-07,49271VAQ3,850000,4.05
2052-04-15,1150000,2022-04-07,49271VAR1,1150000,4.5
2032-04-13,2500000,2022-04-11,023135CH7,2500000,3.6
2052-04-13,2500000,2022-04-11,023135CJ3,2500000,3.95
2062-04-13,1250000,2022-04-11,023135CK0,1250000,4.1
2032-04-15,1200000,2022-03-31,11135FBT7,1200000,4.15
2053-04-25,3250000,2022-04-18,95000U2Z5,3250000,4.611
2033-04-26,2000000,2022-04-19,46647PDC7,2500000,4.586
2032-06-15,800000,2022-04-21,539830BR9,800000,3.9
2053-06-15,850000,2022-04-21,539830BS7,850000,4.15
2030-02-15,1000000,2022-04-20,925650AC7,1000000,4.95
2032-05-15,1500000,2022-04-20,925650AD5,1500000,5.125
2052-05-15,750000,2022-04-20,925650AE3,750000,5.625
2033-04-27,4000000,2022-04-21,06051GKQ1,4000000,4.571
2032-04-15,1000000,2022-04-28,94106LBS7,1000000,4.15
2032-03-15,4626005,2022-05-02,92343VGN8,4626005,2.355
2032-06-01,800000,2022-05-02,03040WBA2,800000,4.45
2052-05-15,800000,2022-05-02,373334KR1,800000,5.125
2052-05-20,1000000,2022-05-05,747525BR3,1000000,4.5
2033-01-15,1000000,2022-05-11,62954HBB3,1000000,5
2033-03-15,1500000,2022-05-12,45866FAW4,1500000,4.6
2052-06-15,1500000,2022-05-12,45866FAX2,1500000,4.95
2062-06-15,1000000,2022-05-12,45866FAY0,1000000,5.2
2032-06-01,1000000,2022-05-16,70450YAL7,1000000,4.4
2052-06-01,1000000,2022-05-16,70450YAM5,1000000,5.05
2033-06-01,750000,2022-05-16,49326EEN9,750000,4.789
2032-05-15,1500000,2022-05-17,91324PEJ7,1500000,4.2
2052-05-15,2000000,2022-05-17,91324PEK4,2000000,4.75
2062-05-15,1000000,2022-05-17,91324PEL2,1000000,4.95
2033-05-24,2500000,2022-05-17,172967NU1,2500000,4.91
2030-05-01,1000000,2022-04-14,62954HAY4,1000000,3.4
2031-05-11,1000000,2022-04-14,62954HBA5,1000000,2.5
2032-02-15,999891,2022-04-14,62954HAJ7,999891,2.65
2041-05-11,1000000,2022-04-14,62954HAU2,1000000,3.25
2053-01-15,1000000,2022-05-31,12189LBJ9,1000000,4.45
2032-06-08,2000000,2022-06-01,89115A2E1,2000000,4.456
2053-06-01,750000,2022-06-02,655844CP1,750000,4.55
2051-11-01,4959172,2022-04-25,20030NDS7,4959172,2.887
2056-11-01,5963382,2022-04-25,20030NDU2,5963382,2.937
2063-11-01,3983204,2022-04-25,20030NDW8,3983204,2.987
2033-01-15,1100000,2022-06-06,40434LAN5,1100000,5.5
2032-06-15,850000,2022-06-06,67103HAL1,850000,4.7
2029-09-15,1000000,2022-06-06,701094AS3,1000000,4.5
2032-02-01,1540000,2022-06-14,071813CS6,1540000,2.539
2051-12-01,750000,2022-06-14,071813CV9,750000,3.132
2032-07-15,1000000,2022-06-21,65339KCJ7,1000000,5
2032-07-15,1000000,2022-06-21,482480AL4,1000000,4.65
2052-07-15,1200000,2022-06-21,482480AM2,1450000,4.95
2062-07-15,800000,2022-06-21,482480AN0,800000,5.25
2041-06-01,1250000,2021-06-08,48305QAF0,1250000,2.81
2051-06-01,1400000,2021-06-08,48305QAG8,1400000,3.002
2029-11-15,355300,2019-10-16,04352EAA3,873800,2.532
2040-07-01,1951470,2020-06-19,694308JQ1,1951470,4.5
2032-03-15,985000,2022-06-22,87264ACQ6,985000,2.7
2052-10-15,2793148,2022-06-22,87264ACT0,2793148,3.4
2030-03-01,949560,2020-12-01,87612BBQ4,949560,5.5
2032-07-15,750000,2022-07-06,31620MBY1,750000,5.1
2052-07-15,1000000,2022-07-07,59156RCC0,1000000,5
2032-01-31,1195109,2022-07-07,16411QAN1,1195109,3.25
2047-05-01,1500000,2017-04-25,48305QAD5,1500000,4.15
2049-11-01,1000000,2019-10-24,48305QAE3,1000000,3.266
2033-07-20,1500000,2022-07-11,606822CK8,1500000,5.133
2032-07-18,1250000,2022-07-14,713448FM5,1250000,3.9
2033-07-25,3500000,2022-07-18,95000U3B7,4250000,3.62
2033-07-20,2000000,2022-07-18,61747YEU5,2000000,3.616
2051-10-01,775000,2021-09-14,743820AB8,775000,2.7
2032-08-01,750000,2022-07-19,053332BB7,750000,4.75
2033-07-25,3500000,2022-07-18,46647PDH6,4500000,3.6
2033-07-22,5000000,2022-07-19,06051GKY4,5000000,3.69
2032-11-15,950000,2022-07-21,126408HU0,950000,4.1
2052-11-15,900000,2022-07-21,126408HV8,900000,4.5
2032-07-27,750000,2022-07-20,459200KU4,750000,4.4
2052-07-27,750000,2022-07-20,459200KV2,750000,4.9
2030-07-28,1000000,2022-07-25,316773DG2,1000000,3.657
2033-02-01,750000,2022-07-25,49456BAV3,750000,4.8
2052-08-01,750000,2022-07-25,49456BAW1,750000,5.45
2029-10-15,1000000,2022-07-28,37045VAY6,1000000,5.4
2032-10-15,1250000,2022-07-28,37045VAZ3,1250000,5.6
2029-08-05,850000,2022-08-02,458140BZ2,850000,4
2032-08-05,1250000,2022-08-02,458140CA6,1250000,4.15
2052-08-05,1750000,2022-08-02,458140CB4,1750000,4.9
2062-08-05,900000,2022-08-02,458140CC2,900000,5.05
2029-08-08,1000000,2022-08-01,037833EN6,1000000,3.25
2032-08-08,1500000,2022-08-01,037833EP1,1500000,3.35
2052-08-08,1750000,2022-08-01,037833EQ9,1750000,3.95
2062-08-08,1250000,2022-08-01,037833ER7,1250000,4.1
2033-08-09,1000000,2022-08-02,06738ECA1,1000000,5.746
2032-08-15,1000000,2022-08-03,969457BZ2,1000000,4.65
2052-08-15,750000,2022-08-03,969457CA6,750000,5.3
2033-01-15,750000,2022-08-04,94106BAF8,750000,4.2
2033-08-11,1250000,2022-08-04,53944YAU7,1250000,4.976
2033-08-11,2500000,2022-08-04,404280DH9,2500000,5.16
2032-08-15,1150000,2022-08-08,26441CBT1,1150000,4.5
2052-08-15,1150000,2022-08-08,26441CBU8,1150000,5
2032-08-15,750000,2022-08-08,37940XAQ5,750000,5.4
2052-08-15,750000,2022-08-08,37940XAR3,750000,5.95
2032-09-01,1000000,2022-08-08,55336VBU3,1000000,4.95
2029-08-18,1250000,2022-08-15,031162DH0,1250000,4.05
2033-03-01,750000,2022-08-15,031162DJ6,750000,4.2
2053-03-01,1000000,2022-08-15,031162DK3,1000000,4.875
2033-03-15,1300000,2022-08-16,278062AH7,1300000,4.15
2032-08-19,1750000,2022-08-16,345370DB3,1750000,6.1
2052-09-09,750000,2022-09-06,58013MFT6,750000,5.15
2032-09-09,750000,2022-09-06,58013MFS8,750000,4.6
2033-04-15,1250000,2022-09-06,548661EL7,1250000,5
2053-04-15,1500000,2022-09-06,548661EM5,1500000,5.625
2062-09-15,1000000,2022-09-06,548661EN3,1000000,5.8
2033-09-13,750000,2022-09-06,606822CR3,750000,5.472
2032-09-15,1000000,2022-09-06,87612EBP0,1000000,4.5
2033-01-20,900000,2022-09-06,907818GB8,900000,4.5
2032-09-09,1250000,2022-09-06,931142EY5,1250000,4.15
2052-09-09,1000000,2022-09-06,931142EZ2,1000000,4.5
2033-09-13,750000,2022-09-07,60687YCM9,750000,5.669
2033-01-15,1250000,2022-09-12,87264ACV5,1250000,5.2
2053-01-15,1000000,2022-09-12,87264ACW3,1750000,5.65
2062-09-15,750000,2022-09-12,87264ACX1,750000,5.8
2032-09-15,1250000,2022-09-12,437076CS9,1250000,4.5
2052-09-15,1000000,2022-09-12,437076CT7,1000000,4.95
2037-09-15,985360,2022-09-16,404280DM8,985360,6.5
2032-10-13,750000,2022-10-03,756109BP8,750000,5.625
2033-10-18,3000000,2022-10-14,61747YEY7,3000000,6.342
2033-10-21,1500000,2022-10-18,91159HJJ0,1500000,5.85
2033-03-15,1100000,2022-10-17,25278XAV1,1100000,6.25
2062-03-15,1770231,2022-09-01,20826FBD7,1770231,4.025
2042-03-15,783136,2022-09-01,20826FBC9,783136,3.758
2033-01-24,750000,2022-10-19,25243YBH1,750000,5.5
2033-01-15,1000000,2022-10-19,539830BW8,1000000,5.25
2054-11-15,1000000,2022-10-19,539830BX6,1000000,5.7
2063-11-15,750000,2022-10-19,539830BY4,750000,5.9
2053-05-15,900000,2022-10-24,260543DH3,900000,6.9
2030-02-15,1250000,2022-10-25,91324PEQ1,1250000,5.3
2033-02-15,2000000,2022-10-25,91324PER9,2000000,5.35
2053-02-15,2000000,2022-10-25,91324PES7,2000000,5.875
2063-02-15,1500000,2022-10-25,91324PET5,1500000,6.05
2033-10-28,1500000,2022-10-25,693475BJ3,1500000,6.037
2052-10-15,750000,2022-10-26,036752AX1,750000,6.1
2033-10-28,750000,2022-10-26,89788MAK8,750000,6.123
2032-11-02,1000000,2022-10-26,665859AX2,1000000,6.125
2033-11-02,2000000,2022-10-27,06738ECE3,2000000,7.437
2032-11-15,1000000,2022-10-31,20030NEB3,1000000,5.5
2032-03-24,1998049,2022-11-02,36264FAM3,1998049,3.625
2052-03-24,999943,2022-11-02,36264FAN1,999943,4
2032-11-01,750000,2022-11-03,842400HT3,750000,5.95
2033-03-01,750000,2022-11-07,444859BV3,750000,5.875
2029-11-09,1250000,2022-11-07,68389XCH6,1250000,6.15
2032-11-09,2250000,2022-11-07,68389XCJ2,2250000,6.25
2052-11-09,2500000,2022-11-07,68389XCK9,2500000,6.9
2053-05-20,1200000,2022-11-07,747525BT9,1200000,6
2032-11-16,750000,2022-11-08,98978VAV5,750000,5.6
2033-11-17,2750000,2022-11-09,172967PA3,2750000,6.27
2032-11-15,750000,2022-11-15,682680BG7,750000,6.1
2029-11-17,1250000,2022-11-15,718172CW7,1250000,5.625
2032-11-17,1500000,2022-11-15,718172CX5,1500000,5.75
2032-11-15,850000,2022-11-16,25746UDR7,850000,5.375
2030-01-10,900000,2022-11-14,44644MAJ0,900000,5.65
2032-11-29,750000,2022-11-21,254709AS7,750000,6.7
2032-11-29,1000000,2022-11-21,03938LBF0,1000000,6.8
2053-12-01,1100000,2022-11-29,695114CZ9,1100000,5.35
2029-12-01,1500000,2022-11-29,023135CQ7,1500000,4.65
2032-12-01,2250000,2022-11-29,023135CR5,2250000,4.7
2033-02-15,1500000,2022-12-05,29273VAQ3,1500000,5.75
2032-08-15,2978841,2022-12-29,30303M8H8,2978841,3.85
2052-08-15,2748838,2022-12-29,30303M8J4,2748838,4.45
2062-08-15,1493962,2022-12-29,30303M8K1,1493962,4.65
2030-10-15,796320,2022-12-29,913903AW0,796320,2.65
2033-01-15,900000,2023-01-03,26442CBJ2,1250000,4.95
2053-01-15,900000,2023-01-03,26442CBK9,900000,3
2033-01-31,1000000,2023-01-03,29379VCD3,1000000,5.35
2030-03-06,1150000,2023-01-03,345397C68,1150000,7.35
2033-01-09,500000,2023-01-04,37045XED4,1000000,6.4
2054-01-15,1000000,2023-01-03,59156RCD8,1000000,5.25
2033-01-15,750000,2023-01-04,694308KJ5,750000,6.15
2053-01-15,750000,2023-01-04,694308KH9,1550000,6.75
2033-03-15,900000,2023-01-03,87612GAC5,900000,6.125
2053-02-15,850000,2023-01-03,87612GAD3,850000,6.5
2033-01-18,750000,2023-01-04,65535HBK4,750000,6.181
2030-01-13,1000000,2023-01-03,86562MCW8,1350000,5.71
2033-01-13,1500000,2023-01-03,86562MCS7,1750000,5.766
2032-12-15,400000,2023-01-09,42250PAE3,750000,5.25
2033-02-01,1700000,2023-01-09,78016FZX5,1700000,5
2033-02-01,1000000,2023-01-09,24703DBL4,1000000,5.75
2053-01-15,1150000,2023-01-17,87612EBR6,1150000,4.8
2034-01-24,1500000,2023-01-19,693475BM6,1500000,5.068
2033-01-26,850000,2023-01-23,742718GA1,850000,4.05
2034-01-27,1000000,2023-01-24,55261FAR5,1000000,5.053
2034-02-01,2000000,2023-01-26,91159HJL5,2000000,4.839
2033-06-01,1500000,2023-01-26,49456BAX9,1500000,5.2
2034-01-26,1500000,2023-01-23,89788MAM4,1500000,5.122
2030-02-01,1250000,2023-01-24,06417XAP6,1250000,4.85
2033-02-15,1000000,2023-01-30,28622HAB7,1000000,4.75
2053-02-15,1100000,2023-01-30,28622HAC5,1100000,5.125
2033-02-06,750000,2023-01-30,459200KY6,750000,4.75
2052-09-15,488000,2022-12-14,68233JCM4,888000,4.95
2030-05-06,750000,2023-02-02,68389XCN3,750000,4.65
2033-02-06,1500000,2023-02-02,68389XCP8,1500000,4.9
2053-02-06,2250000,2023-02-02,68389XCQ6,2250000,5.55
2033-03-01,1100000,2023-02-02,55336VBV1,1100000,5
2033-02-28,1000000,2023-02-06,65339KCP3,1000000,5.05
2053-02-28,1150000,2023-02-06,65339KCQ1,1150000,5.25
2033-03-15,1000000,2023-02-06,666807CH3,1000000,4.7
2053-03-15,1000000,2023-02-06,666807CJ9,1000000,4.95
2033-02-15,1000000,2023-02-07,20030NEC1,1000000,4.65
2030-02-10,1250000,2023-02-07,458140CF5,1250000,5.125
2033-02-10,2250000,2023-02-07,458140CG3,2250000,5.2
2043-02-10,1000000,2023-02-07,458140CH1,1000000,5.625
2053-02-10,2000000,2023-02-07,458140CJ7,2000000,5.7
2063-02-10,1250000,2023-02-07,458140CK4,1250000,5.9
2033-07-15,1250000,2023-02-06,87264ACY9,2600000,5.05
2030-02-15,750000,2023-02-08,94106LBT5,750000,4.625
2033-02-13,2250000,2023-02-09,10373QBU3,2250000,4.812
2053-05-01,980000,2023-01-10,084659BF7,980000,4.6
2033-02-15,1000000,2023-02-13,713448FS2,1000000,4.45
2030-02-15,1500000,2023-02-13,718172DA4,2200000,5.125
2033-02-15,1500000,2023-02-13,718172DB2,2250000,5.375
2030-02-21,1500000,2023-02-13,126650DT4,1500000,5.125
2033-02-21,1750000,2023-02-13,126650DU1,1750000,5.25
2053-02-21,1250000,2023-02-13,126650DV9,1250000,5.625
2034-02-22,1250000,2023-02-15,606822CX0,1250000,5.441
2033-03-15,850000,2023-02-16,30161NBK6,850000,5.3
2053-03-15,650000,2023-02-16,30161NBL4,1050000,5.6
2033-03-15,750000,2023-02-16,52532XAJ4,750000,5.75
2030-03-02,2750000,2023-02-15,031162DQ0,2750000,5.25
2033-03-02,4250000,2023-02-15,031162DR8,4250000,5.25
2043-03-02,2750000,2023-02-15,031162DS6,2750000,5.6
2053-03-02,4250000,2023-02-15,031162DT4,4250000,5.65
2063-03-02,2750000,2023-02-15,031162DU1,2750000,5.75
2034-05-27,900000,2023-02-21,60687YCT4,900000,5.754
2033-02-28,750000,2023-02-23,03740LAG7,750000,5.35
2033-03-03,900000,2023-02-23,911312BZ8,900000,4.875
2053-03-03,1100000,2023-02-23,911312CA2,1100000,5.05
2033-02-27,1000000,2023-02-23,532457CF3,1000000,4.7
2053-02-27,1250000,2023-02-23,532457CG1,1250000,4.875
2063-02-27,1000000,2023-02-23,532457CH9,1000000,4.95
2033-02-28,750000,2023-02-23,055451BA5,750000,4.9
2033-02-27,1250000,2023-02-23,75513ECR0,1250000,5.15
2053-02-27,1250000,2023-02-23,75513ECS8,1250000,5.375
2033-03-01,850000,2023-02-27,025537AX9,850000,5.625
2053-05-15,750000,2023-02-27,69351UBB8,750000,5.25
2033-03-15,800000,2023-02-28,03027XBZ2,800000,5.65
2033-03-02,900000,2023-02-27,337738BE7,900000,5.6
2033-04-01,750000,2023-02-28,341081GL5,750000,5.1
2053-04-01,750000,2023-02-28,341081GM3,750000,5.3
2053-03-15,750000,2023-02-27,444859BX9,750000,5.5
2033-03-15,750000,2023-02-27,969457CJ7,1250000,5.65
2034-03-02,1000000,2023-02-27,639057AH1,1000000,6.016
2033-03-15,800000,2023-02-28,125523CS7,800000,5.4
2032-03-01,1491750,2023-01-31,78409VBK9,1491750,2.9
2034-03-09,2250000,2023-03-02,404280DV8,2250000,6.254
2044-03-09,2750000,2023-03-02,404280DW6,2750000,6.332
2052-03-01,973625,2023-01-31,78409VBL7,973625,3.7
2033-05-15,750000,2023-03-06,03076CAM8,750000,5.15
2053-04-01,800000,2023-03-06,797440CD4,800000,5.35
2033-03-08,2300000,2023-03-06,29250NBR5,2300000,5.7
2033-03-09,750000,2023-03-06,57636QAX2,750000,4.85
2053-03-09,1100000,2023-03-06,76720AAP1,1100000,5.125
2033-03-14,750000,2023-03-07,882508CB8,950000,4.9
2034-04-01,800000,2023-03-21,760759BC3,800000,5
2033-03-27,750000,2023-03-23,026874DS3,750000,5.125
2033-03-30,1000000,2023-03-23,58507LBC2,1000000,4.5
2033-04-15,1500000,2023-03-23,91324PEV0,1500000,4.5
2053-04-15,2000000,2023-03-23,91324PEW8,2000000,5.05
2063-04-15,1750000,2023-03-23,91324PEX6,1750000,5.2
2033-06-15,750000,2023-03-23,74340XCE9,750000,4.75
2053-06-15,450000,2023-03-23,74340XCF6,950000,5.25
2033-03-29,1000000,2023-03-27,370334CT9,1000000,4.95
2033-06-30,500000,2023-03-27,718547AR3,900000,5.3
2053-04-01,850000,2023-03-27,744448CY5,850000,5.25
2033-07-01,1000000,2023-03-28,548661EQ6,1000000,5.15
2053-04-01,750000,2023-03-28,694308KK2,750000,6.7
2033-04-01,750000,2023-03-28,927804GK4,750000,5
2053-04-01,750000,2023-03-28,927804GL2,750000,5.45
2033-03-30,750000,2023-03-29,020002BK6,750000,5.25
2033-04-01,750000,2023-03-30,958667AE7,750000,6.15
2030-04-06,1000000,2023-04-03,37045XEG7,1000000,5.85
2034-04-19,1000000,2023-04-11,606822DC5,1000000,1
2034-04-24,3750000,2023-04-17,95000U3D3,3750000,5.389
2033-04-15,1500000,2023-04-12,931142FD0,1500000,4.1
2053-04-15,1500000,2023-04-12,931142FE8,1500000,4.5
2034-04-21,3250000,2023-04-19,61747YFE0,3250000,5.25
2034-04-25,5000000,2023-04-19,06051GLH0,5000000,5.288
2033-05-01,750000,2023-04-24,22822VBC4,750000,5.1
2033-05-02,900000,2023-04-24,78016HZQ6,900000,5
2033-05-01,750000,2023-04-27,21036PBP2,750000,4.9
2033-05-15,1000000,2023-05-01,20030NEE7,1000000,4.8
2053-05-15,1600000,2023-05-01,20030NEF4,1600000,5.35
2064-05-15,1400000,2023-05-01,20030NEG2,1400000,5.5
2030-05-15,1000000,2023-05-01,30303M8M7,1000000,4.8
2033-05-15,1750000,2023-05-01,30303M8N5,1750000,4.95
2053-05-15,2500000,2023-05-01,30303M8Q8,2500000,5.6
2063-05-15,1750000,2023-05-01,30303M8R6,1750000,5.75
2053-05-15,800000,2023-05-01,665772CX5,800000,5.1
2033-05-17,1000000,2023-05-01,373334KT7,1000000,4.95
2033-06-01,1250000,2023-05-01,404119CQ0,1250000,5.5
2053-06-01,1000000,2023-05-01,404119CR8,1000000,5.9
2034-05-09,2000000,2023-05-02,06738ECG8,2000000,6.224
2034-01-15,750000,2023-05-04,10112RBH6,750000,6.5
2033-05-09,1000000,2023-05-05,92343VGT5,1000000,5.05
2033-05-10,1000000,2023-05-08,037833EV8,1000000,4.3
2053-05-10,1250000,2023-05-08,037833EW6,1250000,4.85
2033-05-15,800000,2023-05-08,30040WAU2,800000,5.125
2033-05-11,850000,2023-05-08,0778FPAL3,850000,5.1
2033-09-11,1500000,2023-05-09,10373QBV1,1500000,4.893
2053-05-15,1100000,2023-05-09,20826FBE5,1100000,5.3
2030-05-17,750000,2023-05-08,58933YBJ3,750000,4.3
2033-05-17,1500000,2023-05-08,58933YBK0,1500000,4.5
2044-05-17,750000,2023-05-08,58933YBL8,750000,4.9
2053-05-17,1500000,2023-05-08,58933YBM6,1500000,5
2063-05-17,1000000,2023-05-08,58933YBN4,1000000,5.15
2054-01-15,1250000,2023-05-08,87264ADB8,1250000,5.75
2033-05-15,750000,2023-05-10,970648AM3,750000,5.35
2063-05-18,1200000,2023-05-11,882926AA6,1550000,5.05
2034-01-15,1000000,2023-05-12,438516CM6,1000000,4.5
2033-05-15,750000,2023-05-15,341081GQ4,750000,3.375
2054-05-15,1200000,2023-05-15,695114DA3,1200000,5.5
2033-06-15,750000,2023-05-15,842587DR5,750000,5.2
2030-05-19,3000000,2023-05-16,716973AD4,3000000,4.65
2033-05-19,5000000,2023-05-16,716973AE2,5000000,4.75
2043-05-19,3000000,2023-05-16,716973AF9,3000000,5.11
2053-05-19,6000000,2023-05-16,716973AG7,6000000,5.3
2063-05-19,4000000,2023-05-16,716973AH5,4000000,5.34
2033-07-15,850000,2023-05-22,03027XCD0,850000,5.55
2034-02-15,850000,2023-05-23,539830CA5,850000,4.75
2055-02-15,650000,2023-05-23,539830CB3,1050000,5.2
2053-05-25,750000,2023-05-22,89417EAS8,750000,5.45
2034-06-01,2500000,2023-05-24,46647PDR4,4500000,5.35
2032-04-05,1499916,2023-04-26,21871XAH2,1499916,3.9
2034-02-15,2750000,2023-05-30,00206RMT6,2750000,5.4
2052-04-05,1249900,2023-04-26,21871XAM1,1249900,4.4
2031-01-30,750000,2023-05-30,126650DX5,750000,5.25
2033-06-01,1250000,2023-05-30,126650DY3,1250000,5.3
2053-06-01,1250000,2023-05-30,126650DZ0,1250000,5.875
2063-06-01,750000,2023-05-30,126650EA4,750000,6
2033-06-15,1150000,2023-06-01,694308KM8,1150000,6.4
2054-04-15,1600000,2023-06-05,12189LBK6,1600000,5.2
2030-06-10,1000000,2023-06-05,24422EWZ8,1000000,4.7
2034-06-08,1750000,2023-06-05,89788MAP7,1750000,5.867
2033-07-05,1000000,2023-06-05,256677AP0,1000000,5.45
2030-06-10,850000,2023-06-05,345397D42,850000,7.2
2033-06-12,800000,2023-06-07,636274AE2,800000,5.809
2034-06-12,1750000,2023-06-07,91159HJN1,1750000,5.836
2030-03-15,1244881,2023-05-09,36267VAH6,1244881,5.857
2032-11-22,1744749,2023-05-09,36267VAK9,1744749,5.905
2052-11-22,999720,2023-05-09,36267VAM5,999720,6.377
2030-07-01,450000,2023-06-12,30225VAK3,800000,5.5
2054-01-15,500000,2023-06-13,26442CBL7,925000,5.4
2034-08-15,1000000,2023-06-20,12505BAG5,1000000,5.95
2034-02-15,1250000,2023-06-22,63111XAJ0,1130000,5.55
2053-08-15,750000,2023-06-22,63111XAK7,750000,5.95
2063-06-28,750000,2023-06-22,63111XAL5,750000,6.1
2034-01-15,750000,2023-06-26,74340XCH2,750000,5.125
2034-07-06,1100000,2023-06-29,60687YDB2,1100000,5.748
2043-07-13,1000000,2023-07-06,86562MCY4,1000000,6.184
2033-07-15,1000000,2023-07-10,59156RCE6,1000000,5.375
2034-07-25,4250000,2023-07-18,95000U3F8,4250000,5.557
2034-07-21,2500000,2023-07-19,61747YFG5,2500000,5.424
2053-08-01,600000,2023-07-24,74460WAH0,900000,5.35
