MATURITY,OFFERING_AMT,OFFERING_DATE,COMPLETE_CUSIP,AMOUNT_OUTSTANDING,COUPON
2031-07-16,1800000,1999-07-09,345370CA6,1069689,7.45
2033-07-15,1000000,1993-11-24,88731EAJ9,1000000,8.375
2030-06-15,3500000,2000-06-28,25156PAC7,3500000,8.75
2030-09-15,1250000,2000-09-14,879385AD4,1250000,8.25
2030-12-15,2800000,2000-12-05,111021AE1,2670000,9.625
2031-01-18,1500000,2001-01-11,233835AQ0,1500000,8.5
2032-01-15,1100000,2002-01-08,28368EAE6,1005204,7.75
2032-03-15,5000000,2002-03-13,36962GXZ2,1323866,6.75
2032-04-01,1000000,2002-03-27,617446HD4,984550,7.25
2032-06-15,1000000,2002-05-30,172967BL4,1000000,6.625
2032-03-15,1998000,2002-05-06,852060AT9,1998000,8.75
2032-11-15,1000000,2002-11-04,904764AH0,1000000,5.9
2033-02-15,2000000,2003-02-06,38141GCU6,1037316,6.125
2033-03-15,750000,2003-03-12,20030NAC5,750000,7.05
2033-12-15,750000,2003-12-03,013716AU9,750000,6.125
2034-02-01,750000,2003-12-11,983024AG5,750000,6.5
2034-02-15,2750000,2004-02-06,38143VAA7,1130000,6.345
2034-06-15,400000,2004-05-26,59156RAJ7,750000,6.375
2035-06-15,750000,2005-06-06,20030NAF8,750000,5.65
2035-06-15,1000000,2005-06-20,59156RAM0,1000000,5.7
2035-08-01,800000,2005-07-27,929903AM4,800000,5.5
2035-09-01,2500000,2005-08-24,931142CB7,1332756,5.25
2036-03-15,850000,2006-02-27,91324PAR3,850000,5.8
2036-05-02,900000,2006-04-26,404280AG4,1221457,6.5
2036-06-15,800000,2006-06-06,00817YAF5,770902,6.625
2036-06-20,2000000,2006-06-09,87938WAC7,2000000,7.045
2036-04-01,1696990,2006-09-11,59562VAM9,1666939,6.125
2036-10-15,1250000,2006-10-26,06050TJZ6,1250000,6
2036-12-14,750000,2006-12-11,74432QAQ8,750000,5.7
2036-12-16,3000000,2006-12-14,437076AS1,3000000,5.875
2037-01-29,2000000,2007-01-22,59022CAJ2,2000000,6.11
2037-02-01,1500000,2007-01-24,92976GAG6,982598,5.85
2037-02-27,1200000,2007-02-20,92857WAQ3,1260000,6.15
2038-03-15,1100000,2007-03-12,136385AL5,1100000,6.25
2037-04-01,2000000,2007-03-22,983024AN0,2000000,5.95
2037-05-11,800000,2007-05-08,171232AQ4,800000,6
2037-06-15,800000,2007-05-23,89417EAD1,800000,6.25
2037-06-15,1500000,2007-06-05,91913YAL4,1500000,6.625
2038-01-15,550000,2007-06-18,494550AW6,1175000,6.95
2037-08-15,1000000,2007-08-13,478160AN4,1000000,5.95
2037-08-15,2250000,2007-08-17,931142CK7,1037829,6.5
2037-09-15,750000,2007-09-05,404280AH2,1514640,6.5
2037-09-15,2750000,2007-09-05,046353AD0,2750000,6.45
2037-10-01,2500000,2007-09-26,38141GFD1,5545000,6.75
2037-10-15,1000000,2007-10-02,89352HAD1,1000000,6.2
2037-10-15,850000,2007-10-15,58013MEC4,850000,6.3
2037-05-01,1500000,2007-09-25,88732JAJ7,1500000,6.55
2038-01-15,2500000,2007-11-30,92976GAJ0,1413633,6.6
2038-01-14,4000000,2008-01-08,36962G3P7,853448,5.875
2038-01-15,1500000,2008-01-10,911312AJ5,1500000,6.2
2038-02-15,1100000,2008-02-04,91324PBK7,1100000,6.875
2038-03-01,1000000,2008-02-26,316773CH1,1000000,8.25
2038-03-01,750000,2008-02-26,58013MEF7,750000,6.3
2038-04-15,1250000,2008-04-02,68389XAE5,1250000,6.5
2038-04-15,1500000,2008-04-08,931142CM3,803185,6.2
2038-05-15,2750000,2008-05-06,377372AE7,2750000,6.375
2038-05-14,1750000,2008-05-07,59023VAA8,1750000,7.75
2038-05-16,1500000,2008-05-13,718172AC3,1500000,6.375
2038-05-15,2500000,2008-05-16,46625HHF0,2500000,6.4
2038-06-01,1500000,2008-05-19,404280AJ8,818461,6.8
2039-06-01,750000,2008-06-03,86722TAB8,750000,6.85
2038-06-15,1000000,2008-06-11,341099CL1,1000000,6.4
2038-07-01,1500000,2008-06-16,88732JAN8,1500000,7.3
2037-10-15,750000,2008-05-12,03040WAD7,750000,6.593
2038-09-15,800000,2008-09-09,406216AW1,800000,6.7
2039-01-15,1250000,2009-01-06,8935268Z9,1250000,7.625
2039-02-01,2250000,2009-01-29,20825CAQ7,1587744,6.5
2039-02-15,2000000,2009-02-09,17275RAD4,2000000,5.9
2039-09-15,1000000,2009-03-10,406216AY7,1000000,7.45
2039-03-15,2500000,2009-03-17,717081CY7,2500000,7.2
2039-06-15,1500000,2009-06-24,88732JAU2,1500000,6.75
2039-07-08,1250000,2009-06-30,68389XAH8,1250000,6.125
2039-07-15,2500000,2009-07-20,172967EW7,1936000,8.125
2039-10-01,900000,2009-09-16,30161MAG8,900000,6.25
2039-10-15,750000,2009-10-05,816851AP4,750000,6
2040-01-15,2000000,2009-11-09,17275RAF9,2000000,5.5
2040-02-15,750000,2009-11-16,26442CAH7,750000,5.3
2040-01-15,750000,2009-12-09,42809HAC1,750000,6
2039-10-15,834000,2009-11-23,06849UAD7,834000,5.95
2040-01-15,750000,2010-01-06,084664BL4,750000,5.75
2031-11-01,1995021,2010-01-04,36186CBY8,1995021,8
2040-05-01,750000,2010-05-12,12189LAA9,750000,5.75
2040-06-01,750000,2010-05-26,893526DJ9,750000,6.1
2040-04-15,1250000,2010-06-01,96950FAF1,1250000,6.3
2041-02-06,750000,2010-08-03,59156RAY4,750000,5.875
2041-02-15,1250000,2010-08-05,42809HAD9,1250000,5.6
2040-08-17,750000,2010-08-10,85771PAC6,750000,5.1
2040-09-15,1500000,2010-08-19,057224AZ0,1145657,5.125
2040-10-15,1250000,2010-10-14,46625HHV5,1250000,5.5
2040-11-01,750000,2010-10-27,89417EAH2,750000,5.35
2040-11-02,500000,2010-10-28,767201AL0,1150000,5.2
2040-11-15,1200000,2010-11-09,88732JAY4,1200000,5.875
2041-02-01,750000,2011-01-04,29379VAT0,750000,5.95
2039-01-15,1249274,2011-02-09,03523TBF4,1249274,8.2
2041-02-01,2500000,2011-01-21,38141GGM0,2500000,6.25
2041-04-01,1000000,2011-03-28,437076AV4,1000000,5.95
2041-05-24,1500000,2011-05-17,21685WCJ4,1500000,5.25
2041-05-27,1250000,2011-05-24,149123BS9,758680,5.2
2111-07-01,750000,2011-05-01,575718AA9,750000,5.6
2041-07-15,1250000,2011-07-05,25179MAL7,1250000,5.6
2041-07-15,1750000,2011-07-14,46625HJB7,1750000,5.6
2041-09-01,1250000,2011-09-07,88732JBB3,1250000,5.5
2041-09-15,1200000,2011-09-13,428236BR3,1200000,6
2041-10-01,1500000,2011-09-14,458140AK6,801995,4.8
2041-05-30,850000,2011-08-03,06849RAG7,850000,5.7
2041-11-15,750000,2011-11-08,718172AM1,750000,4.375
2041-03-01,1249545,2011-10-07,56585AAF9,1249545,6.5
2042-01-14,750000,2011-11-14,404280AM1,750000,6.1
2041-12-01,1000000,2011-12-06,375558AS2,1000000,5.65
2040-07-15,2240435,2011-10-27,68389XAM7,2240435,5.375
2042-01-06,1250000,2011-12-15,48126BAA1,1250000,5.4
2042-02-01,1000000,2012-01-09,29273RAR0,1000000,6.5
2042-01-13,900000,2012-01-09,35177PAX5,900000,5.375
2042-01-30,1000000,2012-01-19,172967FX4,960000,5.875
2042-02-07,1500000,2012-02-02,06051GEN5,1500000,5.875
2042-08-15,750000,2012-02-08,29379VAW3,750000,4.85
2042-02-24,1000000,2012-02-21,055451AR9,1000000,4.125
2042-03-15,750000,2012-02-29,373334JW2,1100000,4.3
2042-05-01,1100000,2012-04-26,60871RAD2,1100000,5
2042-05-15,900000,2012-05-02,94973VAY3,900000,4.625
2042-05-15,750000,2012-05-07,25179MAN3,750000,4.75
2042-06-01,3500000,2012-05-24,913017BT5,3500000,4.5
2042-06-09,1250000,2012-06-05,244199BF1,1250000,3.9
2042-07-01,1500000,2012-06-21,87612EBA3,1108330,4
2042-06-20,1107313,2012-06-20,459200HF1,1107313,4
2042-07-15,750000,2012-07-19,278642AF0,750000,4
2042-08-09,900000,2012-08-06,02209SAM5,900000,4.25
2043-02-15,1100000,2012-08-06,29379VAY9,1100000,4.45
2042-08-21,750000,2012-08-14,718172AU3,750000,3.875
2042-08-21,750000,2012-08-16,76720AAG1,750000,4.125
2043-01-15,1000000,2012-09-05,94973VBB2,1000000,4.65
2042-09-18,1000000,2012-09-11,046353AG3,1000000,4
2042-11-15,1250000,2012-11-06,260543CG6,1250000,4.375
2042-08-15,1717431,2012-11-06,149123CB5,1717431,3.803
2032-12-15,750000,2012-12-04,458140AN0,750000,4
2042-05-01,1498000,2012-11-15,718546AH7,1498000,5.875
2033-01-15,1700000,2013-01-08,20030NBH3,1700000,4.25
2039-01-26,877860,2012-12-07,50076QAR7,810759,6.875
2042-06-04,1973700,2012-12-07,50076QAE6,1530618,5
2043-02-11,1000000,2013-01-29,084670BK3,1000000,4.5
2042-06-15,788203,2013-01-08,30161MAN3,788203,5.6
2043-03-15,750000,2013-02-25,91324PCD2,750000,4.25
2043-03-04,850000,2013-02-26,718172AW9,850000,4.125
2043-03-15,800000,2013-03-05,12189LAN1,800000,4.45
2044-02-15,750000,2013-04-09,65473QBC6,750000,4.8
2043-05-04,3000000,2013-04-30,037833AL4,3000000,3.85
2043-05-15,850000,2013-05-08,85771PAL6,850000,3.95
2043-05-18,1250000,2013-05-15,58933YAJ4,1250000,4.15
2043-06-15,750000,2013-05-28,717081DE0,750000,4.3
2042-12-15,1327196,2013-04-29,539830BB4,1327196,4.07
2045-06-15,3043810,2013-05-14,00206RBK7,1115280,4.35
2042-12-15,1955149,2013-05-14,00206RBH4,1296794,4.3
2043-07-15,750000,2013-07-11,50247VAB5,750000,5.25
2043-08-01,900000,2013-07-29,406216BE0,900000,4.75
2042-11-06,2598900,2013-07-08,00287YAM1,2598900,4.4
2043-08-16,750000,2013-08-14,46625HJM3,1250000,5.625
2044-02-15,1000000,2013-09-03,437076BD3,1000000,4.875
2043-09-15,750000,2013-09-04,12572QAF2,750000,5.3
2043-09-13,1000000,2013-09-10,172967HA2,1000000,6.675
2043-09-15,15000000,2013-09-11,92343VBT0,803356,6.55
2043-09-30,2500000,2013-09-25,055451AV0,2500000,5
2043-10-01,800000,2013-09-25,842400FZ1,800000,4.65
2043-05-01,849327,2013-08-06,06849RAK8,849327,5.75
2044-01-31,1800000,2013-10-28,02209SAR4,1800000,5.375
2043-02-01,1150000,2013-09-25,98978VAH6,1150000,4.7
2042-07-24,2000000,2012-07-19,617482V92,2000000,6.375
2043-11-15,750000,2013-11-04,718172BD0,750000,4.875
2043-11-08,750000,2013-11-05,85771PAQ5,750000,4.8
2043-11-13,1000000,2013-11-07,59156RBG2,1000000,4.875
2042-11-02,999800,2013-10-10,278062AE4,999800,4.15
2043-12-05,750000,2013-12-02,126650CD0,750000,5.3
2033-12-05,650000,2013-12-02,478160BJ2,850000,4.375
2043-12-01,1250000,2013-11-25,21684AAB2,1250000,5.75
2042-09-15,1250000,2012-08-07,88732JBD9,1250000,4.5
2042-08-13,750000,2012-08-08,59156RBD9,750000,4.125
2042-12-03,1049800,2013-01-28,025816BF5,1049800,4.05
2043-03-15,1999800,2013-09-09,35671DBC8,1866300,5.45
2044-02-06,850000,2014-01-30,685218AB5,850000,5.5
2045-02-15,1150000,2014-02-05,29379VBC6,1150000,5.1
2044-01-15,2399634,2014-01-06,949746RF0,2399634,5.606
2044-05-06,1850000,2014-02-18,66989HAH1,1850000,4.4
2044-03-01,750000,2014-02-19,494550BU9,750000,5.5
2044-03-15,1000000,2014-02-25,50247VAC3,1000000,4.875
2034-03-01,1250000,2014-02-25,89352HAM1,1250000,4.625
2044-03-15,750000,2014-03-03,775109BB6,751675,5
2044-03-15,850000,2014-03-03,209111FD0,850000,4.45
2044-04-01,1000000,2014-03-04,12189LAS0,1000000,4.9
2044-04-01,1750000,2014-03-04,375558AX1,1750000,4.8
2044-03-14,1500000,2014-03-05,404280AQ2,1500000,5.25
2034-03-15,750000,2014-03-06,12527GAF0,750000,5.15
2044-03-15,750000,2014-03-06,12527GAE3,750000,5.375
2044-05-06,1000000,2014-04-29,172967HS3,880000,5.3
2044-05-06,1000000,2014-04-29,037833AT7,1000000,4.45
2044-03-15,800000,2012-10-17,126408GY3,800000,4.1
2044-05-15,500000,2014-05-12,717081DK6,1000000,4.4
2045-03-15,1000000,2014-06-09,437076BF8,1000000,4.4
2044-07-01,750000,2014-06-16,26884ABB8,750000,4.5
2034-07-08,1750000,2014-06-30,68389XAV7,1750000,4.3
2044-07-08,1000000,2014-06-30,68389XAW5,1000000,4.5
2043-10-02,1499952,2014-06-19,37045VAF7,1499952,6.25
2043-11-15,750000,2014-03-27,59562VBD8,750000,5.15
2034-08-15,1000000,2014-08-05,20030NBM2,1000000,4.2
2044-08-15,800000,2014-08-07,94973VBK2,800000,4.65
2044-09-01,800000,2014-08-11,12189LAU5,800000,4.55
2044-09-15,800000,2014-09-02,56585AAH5,800000,4.75
2044-10-01,750000,2014-09-16,444859BE1,750000,4.95
2043-01-15,2000000,2013-01-03,345370CQ1,2000000,4.75
2044-10-15,500000,2014-10-06,049560AM7,750000,4.125
2044-11-10,750000,2014-11-03,718172BL2,1250000,4.25
2035-04-01,750000,2014-11-04,37045VAH3,750000,5
2045-04-01,1250000,2014-11-04,37045VAJ9,1250000,5.2
2044-11-15,750000,2014-11-06,20826FAC0,750000,4.3
2034-11-15,1000000,2014-11-12,718546AK0,1000000,4.65
2044-11-15,1500000,2014-11-12,718546AL8,1700000,4.875
2045-05-15,800000,2014-11-12,86765BAQ2,800000,5.35
2045-02-01,1750000,2014-11-12,375558BA0,1750000,4.5
2054-12-01,750000,2014-11-19,209111FF5,750000,4.625
2034-12-01,750000,2014-11-24,49456BAG6,750000,5.3
2045-06-01,1750000,2014-11-24,49456BAH4,1750000,5.55
2034-12-05,1250000,2014-12-02,023135AP1,1250000,4.8
2044-12-05,1500000,2014-12-02,023135AQ9,1500000,4.95
2034-11-01,2500000,2014-10-22,92343VCQ5,1888445,4.4
2045-02-01,900000,2015-01-21,50540RAS1,900000,4.7
2044-03-15,1000000,2013-03-11,29379VBA0,1400000,4.85
2045-02-09,2000000,2015-02-02,037833BA7,2000000,3.45
2045-02-01,750000,2014-12-23,084659AF8,750000,4.5
2045-02-10,2000000,2015-02-05,58933YAT2,2000000,3.7
2035-02-12,1500000,2015-02-09,594918BC7,1500000,3.5
2045-03-01,1000000,2015-02-12,539830BD0,1000000,3.8
2046-02-15,800000,2015-02-23,49456BAJ0,800000,5.05
2055-02-26,1000000,2015-02-26,552081AM3,1000000,4.625
2045-03-01,1000000,2015-03-02,59156RBN7,1000000,4.05
2045-09-15,1000000,2015-02-26,96949LAC9,1000000,5.1
2045-03-06,1000000,2015-03-03,30231GAN2,1000000,3.567
2045-04-01,1000000,2015-03-04,12189LAW1,1000000,4.15
2043-04-01,1000000,2013-04-02,437076BA9,1000000,4.2
2045-03-15,1000000,2015-03-05,29273RBF5,1000000,5.15
2046-08-21,4500038,2015-02-11,92343VCK8,2359957,4.862
2054-08-21,5500001,2015-02-11,92343VCM4,793981,5.012
2035-05-15,2500000,2015-04-23,00206RCP5,2500000,4.5
2046-05-15,3500000,2015-04-23,00206RCQ3,1871798,4.75
2045-05-01,1250000,2015-04-28,031162BZ2,2250000,4.4
2045-05-15,2000000,2015-04-28,68389XBF1,2000000,4.125
2055-05-15,1250000,2015-04-28,68389XBG9,1250000,4.375
2035-05-15,1250000,2015-04-28,68389XBE4,1250000,3.9
2045-05-15,850000,2015-04-29,913017CA5,850000,4.15
2046-05-15,875000,2015-05-04,29379VBJ1,975000,4.9
2035-05-14,2500000,2015-05-05,00287YAR0,2500000,4.5
2045-05-14,2700000,2015-05-05,00287YAS8,2700000,4.7
2045-05-13,2000000,2015-05-06,037833BH2,2000000,4.375
2035-05-20,1000000,2015-05-13,747525AJ2,1000000,4.65
2045-05-20,1500000,2015-05-13,747525AK9,1500000,4.8
2035-08-15,800000,2015-05-19,20030NBP5,800000,4.4
2045-08-15,1700000,2015-05-19,20030NBQ3,762234,4.6
2046-04-01,1250000,2015-05-28,437076BH4,1600000,4.25
2043-06-01,750000,2013-05-20,12527GAD5,750000,4.95
2035-08-15,750000,2015-06-09,761713BA3,750000,5.7
2045-08-15,2250000,2015-06-09,761713BB1,2250000,5.85
2045-06-15,750000,2015-06-11,25179MAU7,750000,5
2045-12-15,1000000,2015-06-18,29273RBJ7,1000000,6.125
2043-06-01,950000,2013-05-28,666807BH4,950000,4.75
2045-07-20,3500000,2015-07-13,126650CN8,3500000,5.125
2035-07-15,1000000,2015-07-20,91324PCQ3,1000000,4.625
2045-07-15,2000000,2015-07-20,91324PCR1,2000000,4.75
2045-07-29,2000000,2015-07-22,458140AT7,773242,4.9
2045-07-30,1250000,2015-07-23,172967JU6,1000000,4.65
2036-01-15,2867154,2015-07-24,92343VCV4,1289884,4.272
2048-09-15,5000000,2015-07-24,92343VCX0,1246661,4.522
2045-08-04,1250000,2015-07-28,21684AAD8,1250000,5.25
2035-03-15,2500000,2015-08-04,585055BT2,1931616,4.375
2045-03-15,4000000,2015-08-04,585055BU9,1813341,4.625
2045-08-17,1500000,2015-08-10,06738EAJ4,1500000,5.25
2115-09-15,900000,2015-09-08,13645RAX2,900000,6.125
2035-09-01,1000000,2015-09-09,375558BG7,1000000,4.6
2046-03-01,2250000,2015-09-09,375558BD4,2250000,4.75
2045-09-15,1750000,2015-09-10,09062XAD5,1116523,5.2
2046-04-14,750000,2015-10-08,713448DD7,967687,4.45
2045-10-21,1750000,2015-10-16,38141GVS0,1750000,4.75
2045-11-01,1000000,2015-10-26,654106AE3,1000000,3.875
2045-11-03,1500000,2015-10-27,00440EAW7,1500000,4.35
2045-11-03,3000000,2015-10-29,594918BL7,996437,4.45
2035-11-15,1000000,2015-11-05,406216BJ9,1000000,4.85
2045-11-15,2000000,2015-11-05,406216BK6,2000000,5
2046-05-13,750000,2015-11-09,59156RBR8,750000,4.6
2045-11-16,1000000,2015-11-10,046353AM0,1000000,4.375
2045-11-20,1250000,2015-11-17,66989HAK4,1250000,4
2046-05-15,2000000,2015-11-16,539830BL2,1326432,4.7
2035-12-14,1500000,2015-12-09,92826CAE2,1500000,4.15
2045-12-14,3500000,2015-12-09,92826CAF9,3500000,4.3
2043-11-02,2000000,2013-10-21,94974BFP0,1868800,5.375
2046-02-01,11000000,2016-01-13,035242AN6,1457486,4.9
2047-02-15,1500000,2016-01-29,00206RCU4,806157,5.65
2036-02-23,1250000,2016-02-16,037833BW9,1250000,4.5
2046-02-23,2500000,2016-02-16,037833BX7,4000000,4.65
2036-04-01,1250000,2016-02-18,37045VAK6,1250000,6.6
2046-04-01,750000,2016-02-18,37045VAL4,750000,6.75
2046-03-01,2000000,2016-02-26,478160BV5,2000000,3.7
2036-03-01,1000000,2016-02-26,478160BU7,1000000,3.55
2046-03-01,2500000,2016-02-29,30231GAW2,2500000,4.114
2046-03-04,750000,2016-03-01,56501RAD8,750000,5.375
2046-03-15,1000000,2016-03-03,863667AJ0,1000000,4.625
2046-04-15,1350000,2016-04-11,548661DN4,1350000,3.7
2044-01-21,2000000,2014-01-15,06051GFC8,2000000,5
2046-08-01,750000,2016-05-09,12189LAZ4,750000,3.9
2036-05-14,1000000,2016-05-09,00287YAV1,1000000,4.3
2046-05-14,2000000,2016-05-09,00287YAW9,2000000,4.45
2046-05-18,1000000,2016-05-11,172967KR1,2000000,4.75
2046-05-19,1250000,2016-05-12,458140AV2,1250000,4.1
2044-02-01,1000000,2014-01-21,46625HJU5,1000000,4.85
2046-07-01,2000000,2016-05-19,842587CX3,2000000,4.4
2046-07-15,1800000,2016-06-28,60871RAH3,1800000,4.2
2036-07-15,1250000,2016-06-29,68389XBH7,1250000,3.85
2046-07-15,3000000,2016-06-29,68389XBJ3,3000000,4
2046-07-15,300000,2016-07-07,754730AF6,800000,4.95
2036-07-15,1000000,2016-07-12,20030NBT7,1000000,3.2
2046-07-15,1400000,2016-07-12,20030NBU4,1400000,3.4
2035-11-15,11406510,2016-06-20,36164QNA2,6905219,4.418
2046-06-01,2984976,2016-07-19,50077LAB2,1406740,4.375
2046-08-15,1500000,2016-07-27,92343VDC5,926858,4.125
2046-08-04,2000000,2016-07-28,037833CD0,2000000,3.85
2036-08-08,2250000,2016-08-01,594918BS2,1749327,3.45
2046-08-08,4500000,2016-08-01,594918BT0,1747280,3.7
2046-09-01,1500000,2016-08-09,26441CAT2,1500000,3.75
2045-07-15,1999670,2016-07-19,50077LAM8,1810366,5.2
2056-09-15,1000000,2016-09-06,437076BP6,1000000,3.5
2046-09-16,1500000,2016-09-13,02209SAV5,1500000,3.875
2036-09-01,750000,2016-09-15,375558BJ1,750000,4
2047-03-01,1750000,2016-09-15,375558BK8,1750000,4.15
2046-10-06,1500000,2016-10-03,713448DP0,878317,3.45
2046-11-01,800000,2016-10-13,126408HF3,800000,3.8
2046-11-01,1100000,2016-10-27,913017CJ6,1100000,3.75
2044-10-15,500000,2014-05-06,277432AP5,900000,4.65
2045-12-01,824033,2016-11-04,539439AN9,824033,5.3
2036-12-15,1000000,2016-11-14,717081EC3,1000000,4
2046-12-15,1250000,2016-11-14,717081ED1,1250000,4.125
2048-03-09,4497895,2016-11-16,00206RDJ8,1732691,4.5
2049-03-09,2494478,2016-11-16,00206RDK5,930104,4.55
2036-11-30,1650000,2016-11-17,002824BG4,1650000,4.75
2046-11-30,3250000,2016-11-17,002824BH2,3250000,4.9
2051-10-01,1044261,2016-11-21,907818EM6,1044261,3.799
2046-12-01,750000,2016-11-21,29250NAM7,750000,5.5
2035-10-15,748085,2016-11-23,42824CAX7,748085,6.2
2045-10-15,1492420,2016-11-23,42824CAY5,1492420,6.35
2044-05-15,500000,2014-05-12,74432QCA1,750000,4.6
2046-12-08,1300000,2016-12-05,345370CS7,1300000,5.291
2042-01-15,1490330,2016-12-08,035240AG5,1490330,4.95
2048-06-15,1415205,2016-12-09,031162CD0,1415205,4.563
2051-06-15,3541381,2016-12-09,031162CF5,3541381,4.663
2035-10-23,2000000,2016-11-02,161175AZ7,2000000,6.384
2045-10-23,3499875,2016-11-02,161175BA1,3499875,6.484
2047-01-15,750000,2016-12-15,91324PCX8,750000,4.2
2044-06-01,500000,2014-05-28,25468PDB9,1000000,4.125
2047-01-10,1500000,2017-01-03,06738EAV7,1500000,4.95
2046-06-15,999998,2017-01-03,62854AAP9,999998,5.25
2047-04-15,900000,2017-01-11,29273RBL2,900000,5.3
2047-02-01,1000000,2017-01-17,501044DG3,1000000,4.45
2037-02-06,2500000,2017-01-30,594918BZ6,851400,4.1
2047-02-06,3000000,2017-01-30,594918CA0,1088485,4.25
2057-02-06,2000000,2017-01-30,594918CB8,755053,4.5
2037-03-01,3000000,2017-01-31,00206RDR0,1055020,5.25
2047-02-09,1000000,2017-02-02,037833CH1,1000000,4.25
2047-03-01,1000000,2017-02-07,55336VAL4,1000000,5.2
2044-07-08,1750000,2014-06-30,38141EC31,1750000,4.8
2048-02-22,2000000,2017-02-14,46647PAA4,2000000,4.26
2037-03-03,1500000,2017-02-28,478160CF9,1500000,3.625
2047-03-03,1000000,2017-02-28,478160CG7,1000000,3.75
2047-03-08,2000000,2017-03-01,87938WAU7,2500000,5.213
2047-06-15,750000,2017-03-06,12189LBB6,750000,4.125
2047-03-01,550000,2017-03-06,58013MFC3,1050000,4.45
2037-03-16,3000000,2017-03-13,92343VDU5,1095060,5.25
2047-04-01,700000,2017-03-21,842400GG2,1800000,4
2047-04-01,1000000,2017-03-28,038222AM7,1000000,4.35
2047-04-15,850000,2017-04-03,743315AS2,850000,4.125
2044-11-04,2000000,2014-10-28,94974BGE4,1807487,4.65
2047-05-03,1500000,2017-04-19,548661DQ7,1500000,4.05
2038-04-24,2000000,2017-04-19,06051GGM5,2000000,4.244
2047-06-01,1250000,2017-05-02,824348AX4,1250000,4.5
2047-05-11,1000000,2017-05-08,458140AY6,1000000,4.1
2047-05-15,1000000,2017-05-11,65473QBF9,1000000,4.375
2047-05-20,1500000,2017-05-19,747525AV5,1500000,4.3
2047-06-06,1500000,2017-05-22,075887BX6,843953,4.669
2047-06-15,750000,2017-05-24,437076BS0,1150000,3.9
2045-01-27,2500000,2015-01-22,61747YDY8,2500000,4.3
2047-06-01,750000,2017-05-23,136385AY7,750000,4.95
2047-06-15,1500000,2017-06-08,404119BV0,1500000,5.5
2039-03-15,1706297,2017-06-07,92343VDR2,1136127,4.812
2038-07-24,2500000,2017-07-17,46647PAJ5,2500000,3.882
2048-07-24,1500000,2017-07-17,46647PAK2,1500000,4.032
2038-07-22,2000000,2017-07-19,61744YAL2,2000000,3.971
2045-05-01,2000000,2015-04-23,94974BGK0,2000000,3.9
2047-08-15,850000,2017-08-01,20030NBZ3,850000,4
2045-05-22,2000000,2015-05-19,38148LAF3,2000000,5.15
2045-06-01,1750000,2015-05-21,46625HLL2,1750000,4.95
2033-08-10,3000000,2017-08-01,92343VEA8,2136945,4.5
2038-04-01,1000000,2017-08-02,37045VAP5,1000000,5.15
2048-04-01,750000,2017-08-02,37045VAQ3,750000,5.4
2047-09-01,750000,2017-08-07,03040WAR6,750000,3.75
2047-08-15,750000,2017-08-10,883556BY7,750000,4.1
2048-10-06,1735169,2017-07-19,03523TBT4,1735169,4.439
2048-03-30,750000,2017-09-05,65473QBG7,750000,3.95
2047-09-12,1000000,2017-09-05,037833DD9,1000000,3.75
2047-09-15,750000,2017-09-06,92826CAJ1,750000,3.65
2047-09-20,550000,2017-09-11,11271LAB8,900000,4.7
2047-10-01,1500000,2017-09-19,86765BAV1,1500000,5.4
2052-09-15,1577497,2017-09-27,539830BN8,1577497,4.09
2047-10-15,2250000,2017-10-10,666807BP6,2250000,4.03
2047-10-15,950000,2017-10-18,91324PDF6,950000,3.75
2038-10-31,2500000,2017-10-24,38148YAA6,2500000,4.017
2045-11-17,2000000,2015-11-09,94974BGQ7,2000000,4.9
2045-12-09,1750000,2015-12-02,58013MFA7,1750000,4.875
2035-12-09,750000,2015-12-02,58013MEZ3,750000,4.7
2048-11-15,1750000,2017-11-03,46647PAL0,3500000,3.964
2057-11-15,750000,2017-11-06,219350BF1,750000,4.375
2047-11-13,1250000,2017-11-06,037833DG2,1250000,3.75
2037-11-15,1750000,2017-11-07,68389XBP9,1750000,3.8
2047-11-15,2250000,2017-11-07,68389XBQ7,2250000,4
2047-11-15,750000,2017-11-08,867224AB3,750000,4
2038-01-15,1000000,2017-11-08,478160CL6,1000000,3.4
2048-01-15,750000,2017-11-08,478160CM4,750000,3.5
2047-11-15,1150000,2017-11-09,911312BN5,1150000,3.75
2047-12-01,1400000,2017-11-14,036752AD5,1400000,4.375
2047-05-01,2499930,2017-10-25,161175BL7,2499930,5.375
2047-11-01,1985328,2017-11-16,20030NCC3,1985328,3.969
2049-11-01,1999999,2017-11-16,20030NCE9,1999999,3.999
2052-11-01,1499879,2017-11-16,20030NCG4,1005705,4.049
2048-01-09,1500000,2018-01-04,53944YAE3,1500000,4.344
2047-12-15,1349750,2018-01-02,05723KAF7,1349750,4.08
2038-02-01,1000000,2018-01-09,816851BH1,1000000,3.8
2048-02-01,800000,2018-01-09,816851BJ7,800000,4
2049-01-23,1750000,2018-01-16,46647PAN6,1750000,3.897
2039-01-24,1000000,2018-01-17,172967LU3,1000000,3.878
2030-01-23,1000000,2018-01-18,47233JBH0,1000000,4.15
2049-01-23,1250000,2018-01-18,06051GHA0,1250000,3.946
2038-03-01,1200000,2018-02-01,20030NCJ8,1200000,3.9
2048-03-01,1000000,2018-02-01,20030NCK5,1000000,4
2048-02-15,1250000,2018-02-01,29379VBQ5,1250000,4.25
